OG1	OG2	direction	pvalue	qvalue	signif
OG0001205	OG0001169	101	1.5987141396999952e-44	4.967957223924907e-40	true
OG0000779	OG0000721	48	1.715592424043032e-44	5.315380416818125e-40	true
OG0000112	OG0000784	45	1.725101955092007e-44	5.3290770771880805e-40	true
OG0001289	OG0001288	36	1.827217755872332e-44	5.611421093788883e-40	true
OG0001359	OG0001353	36	1.827217755872332e-44	5.611421093788883e-40	true
OG0000516	OG0000647	38	1.8423347623427204e-44	5.6413023047284034e-40	true
OG0000368	OG0000703	40	2.25900249879939e-44	6.896988848940817e-40	true
OG0000006	OG0001213	56	2.413534817005243e-44	7.34737249587404e-40	true
OG0001506	OG0001537	35	2.444923845674532e-44	7.421354440145083e-40	true
OG0000838	OG0000724	46	3.1788941267636176e-44	9.593642299952424e-40	true
OG0000838	OG0000735	46	3.1788941267636176e-44	9.593642299952424e-40	true
OG0001279	OG0001167	99	3.408027680721733e-44	1.0255593587755688e-39	true
OG0000673	OG0000862	48	3.5171968006425484e-44	1.0553783359015955e-39	true
OG0000117	OG0000606	38	3.554571869994924e-44	1.0635457779210275e-39	true
OG0000512	OG0000354	37	3.754183448587846e-44	1.120070364954384e-39	true
OG0000543	OG0000337	36	3.786097003192538e-44	1.1263827889347958e-39	true
OG0000614	OG0001077	50	4.022828730708329e-44	1.1934212602219327e-39	true
OG0000394	OG0000387	34	4.1021790507456744e-44	1.2101053803639897e-39	true
OG0000090	OG0000092	34	4.1021790507456744e-44	1.2101053803639897e-39	true
