genome	Clade1	original_Subclade	harmonized_Subclade	original_Family	harmonized_Family	original_Genus	harmonized_Genus	original_Species	harmonized_Species	subclade_changed	family_changed	genus_changed	species_changed
HIMB2187	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-919-A21	I	Ia.4	NA	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	NA	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-895-K10	I	Ia.4	Ia.4.N6	Pelagibacteraceae	Pelagibacteraceae	Colligopelagibacter	Colligatipelagibacter	wilhelmii	wilhelmii	TRUE	FALSE	TRUE	FALSE
AG-899-M07	I	Ia.4	Ia.4.N6	Pelagibacteraceae	Pelagibacteraceae	Colligopelagibacter	Colligatipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-905-A07	I	Ia.4	Ia.4.N6	Pelagibacteraceae	Pelagibacteraceae	Colligopelagibacter	Colligatipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-919-F03	I	Ia.4	Ia.4.N6	Pelagibacteraceae	Pelagibacteraceae	Colligopelagibacter	Colligatipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
BACL5_MAG-120820-bin39	I	Ia.5	NA	Pelagibacteraceae	Pelagibacteraceae	NA	NA	NA	NA	TRUE	FALSE	FALSE	FALSE
BACL5_MAG-121015-bin10	I	Ia.5	NA	Pelagibacteraceae	Pelagibacteraceae	NA	NA	NA	NA	TRUE	FALSE	FALSE	FALSE
Baikal-G1	I	Ia.5	NA	Pelagibacteraceae	Pelagibacteraceae	NA	NA	NA	NA	TRUE	FALSE	FALSE	FALSE
AG-899-B09	I	Ib.1	Ib.1	Pelagibacteraceae	Pelagibacteraceae	Superopelagibacter	Superipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
AG-899-D19	I	Ib.1	Ib.1	Pelagibacteraceae	Pelagibacteraceae	Superopelagibacter	Superipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
AG-917-E05	I	Ib.1	Ib.1	Pelagibacteraceae	Pelagibacteraceae	Superopelagibacter	Superipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
AG-918-G15	I	Ib.1	Ib.1	Pelagibacteraceae	Pelagibacteraceae	Superopelagibacter	Superipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
AG-917-D09	I	Ib.1	Ib.1	Pelagibacteraceae	Pelagibacteraceae	Superopelagibacter	Superipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
RS40	I	Ib.1	Ib.1	Pelagibacteraceae	Pelagibacteraceae	Superopelagibacter	Superipelagibacter	microceni	NA	FALSE	FALSE	TRUE	TRUE
AH-287-O09	I	Ib.1	Ib.1	Pelagibacteraceae	Pelagibacteraceae	Superopelagibacter	Superipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
HIMB2305	I	Ib.1	Ib.1	Pelagibacteraceae	Pelagibacteraceae	Superopelagibacter	Superipelagibacter	NA	microcenae	FALSE	FALSE	TRUE	TRUE
AH-324-K09	I	Ib.1	NA	Pelagibacteraceae	Pelagibacteraceae	Superopelagibacter	NA	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-337-D16	I	Ib.1	Ib.1.III	Pelagibacteraceae	Pelagibacteraceae	Copiapelagibacter	Copipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-891-N03	I	Ib.1	Ib.1.III	Pelagibacteraceae	Pelagibacteraceae	Copiapelagibacter	Copipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-900-I13	I	Ib.1	Ib.1.III	Pelagibacteraceae	Pelagibacteraceae	Copiapelagibacter	Copipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-917-D03	I	Ib.1	Ib.1.III	Pelagibacteraceae	Pelagibacteraceae	Copiapelagibacter	Copipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-918-G22	I	Ib.1	Ib.1.III	Pelagibacteraceae	Pelagibacteraceae	Copiapelagibacter	Copipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-892-F15	I	Ib.1	Ib.1.III	Pelagibacteraceae	Pelagibacteraceae	Copiapelagibacter	Copipelagibacter	splendidus	splendidus	TRUE	FALSE	TRUE	FALSE
AG-894-F15	I	Ib.1	Ib.1.III	Pelagibacteraceae	Pelagibacteraceae	Copiapelagibacter	Copipelagibacter	NA	splendidus	TRUE	FALSE	TRUE	TRUE
AG-896-G07	I	Ib.1	Ib.1.III	Pelagibacteraceae	Pelagibacteraceae	Copiapelagibacter	Copipelagibacter	NA	splendidus	TRUE	FALSE	TRUE	TRUE
GOM-A1	I	Ib.1	Ib.1.III	Pelagibacteraceae	Pelagibacteraceae	Copiapelagibacter	Copipelagibacter	NA	splendidus	TRUE	FALSE	TRUE	TRUE
AG-913-N09	I	Ib.1	Ib.1.III	Pelagibacteraceae	Pelagibacteraceae	Copiapelagibacter	Copipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-893-J08	I	Ib.1	Ib.1.III	Pelagibacteraceae	Pelagibacteraceae	Copiapelagibacter	Copipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-893-M22	I	Ib.1	Ib.1.III	Pelagibacteraceae	Pelagibacteraceae	Copiapelagibacter	Copipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-900-G16	I	Ib.1	Ib.1.III	Pelagibacteraceae	Pelagibacteraceae	Copiapelagibacter	Copipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
